params,sharpe_ratio,total_return,annual_return,max_drawdown,sortino_ratio,calmar_ratio,num_trades,win_rate
"{'period': 25, 'overbought': 60, 'oversold': 40}",-0.8942089428155294,-0.1387359137461659,-0.22305115928976682,-0.3272550485031387,-0.6738759129347054,-0.6815820269542077,17,0.5
"{'period': 20, 'overbought': 80, 'oversold': 40}",-0.9691934361274135,-0.16942909087561997,-0.2692621888818787,-0.33504162500282153,-0.8482567387843373,-0.803667869267322,17,0.3125
"{'period': 20, 'overbought': 85, 'oversold': 40}",-0.9691934361274135,-0.16942909087561997,-0.2692621888818787,-0.33504162500282153,-0.8482567387843373,-0.803667869267322,17,0.3125
"{'period': 25, 'overbought': 70, 'oversold': 15}",-1.0541457657236923,-0.016990380288111173,-0.02854205190320891,-0.019113529006400842,-0.38246500632414365,-1.4932905322533894,5,0.4
"{'period': 25, 'overbought': 70, 'oversold': 20}",-1.0541457657236923,-0.016990380288111173,-0.02854205190320891,-0.019113529006400842,-0.38246500632414365,-1.4932905322533894,5,0.4
"{'period': 25, 'overbought': 70, 'oversold': 25}",-1.0541457657236923,-0.016990380288111173,-0.02854205190320891,-0.019113529006400842,-0.38246500632414365,-1.4932905322533894,5,0.4
"{'period': 25, 'overbought': 70, 'oversold': 30}",-1.0541457657236923,-0.016990380288111173,-0.02854205190320891,-0.019113529006400842,-0.38246500632414365,-1.4932905322533894,5,0.4
"{'period': 20, 'overbought': 75, 'oversold': 40}",-1.1464164381652882,-0.18906947522683737,-0.2982228546909522,-0.33504162500282153,-0.9517075688144178,-0.890106877581079,19,0.3333333333333333
"{'period': 25, 'overbought': 65, 'oversold': 40}",-1.1609282015082834,-0.18519530525606265,-0.29254808770182916,-0.37242526747620597,-0.98643167096878,-0.7855215884902865,13,0.4166666666666667
"{'period': 20, 'overbought': 60, 'oversold': 40}",-1.2909066617131422,-0.21133233378000393,-0.3304700415127845,-0.35170027065659126,-1.1170386847973932,-0.9396354483771879,23,0.3181818181818182
"{'period': 20, 'overbought': 70, 'oversold': 40}",-1.3158575597086228,-0.21274239470888168,-0.33249159402084794,-0.33504162500282153,-1.1272494953797048,-0.9923889129240221,20,0.4
"{'period': 20, 'overbought': 65, 'oversold': 40}",-1.378234804754786,-0.21635503735538186,-0.33765951355990154,-0.34132206995612524,-1.1706111684787193,-0.9892695002210243,24,0.30434782608695654
"{'period': 25, 'overbought': 70, 'oversold': 40}",-1.6274081255333517,-0.233866647271594,-0.3624770709359827,-0.37242526747620597,-1.3208324733953012,-0.9732880730471413,16,0.4375
"{'period': 25, 'overbought': 80, 'oversold': 15}",,0.0,0.0,0.0,,,1,0.0
"{'period': 25, 'overbought': 80, 'oversold': 20}",,0.0,0.0,0.0,,,1,0.0
"{'period': 25, 'overbought': 80, 'oversold': 25}",,0.0,0.0,0.0,,,1,0.0
"{'period': 25, 'overbought': 80, 'oversold': 30}",,0.0,0.0,0.0,,,1,0.0
"{'period': 25, 'overbought': 85, 'oversold': 15}",,0.0,0.0,0.0,,,1,0.0
"{'period': 25, 'overbought': 85, 'oversold': 20}",,0.0,0.0,0.0,,,1,0.0
"{'period': 25, 'overbought': 85, 'oversold': 25}",,0.0,0.0,0.0,,,1,0.0
"{'period': 25, 'overbought': 85, 'oversold': 30}",,0.0,0.0,0.0,,,1,0.0
"{'period': 30, 'overbought': 60, 'oversold': 15}",1.7479156517064374,0.07888795191146003,0.13690431143826265,-0.015398099119037001,2.5212741384447894,8.890987801799827,2,0.0
"{'period': 30, 'overbought': 60, 'oversold': 20}",1.7479156517064374,0.07888795191146003,0.13690431143826265,-0.015398099119037001,2.5212741384447894,8.890987801799827,2,0.0
"{'period': 30, 'overbought': 60, 'oversold': 25}",1.7479156517064374,0.07888795191146003,0.13690431143826265,-0.015398099119037001,2.5212741384447894,8.890987801799827,2,0.0
"{'period': 30, 'overbought': 60, 'oversold': 30}",1.7479156517064374,0.07888795191146003,0.13690431143826265,-0.015398099119037001,2.5212741384447894,8.890987801799827,2,0.0
"{'period': 30, 'overbought': 65, 'oversold': 15}",1.2244619773889827,0.04861977519970373,0.08352933917120398,-0.015398516846978016,1.5856749033099928,5.424505489799606,2,0.0
"{'period': 30, 'overbought': 65, 'oversold': 20}",1.2244619773889827,0.04861977519970373,0.08352933917120398,-0.015398516846978016,1.5856749033099928,5.424505489799606,2,0.0
"{'period': 30, 'overbought': 65, 'oversold': 25}",1.2244619773889827,0.04861977519970373,0.08352933917120398,-0.015398516846978016,1.5856749033099928,5.424505489799606,2,0.0
"{'period': 30, 'overbought': 65, 'oversold': 30}",1.2244619773889827,0.04861977519970373,0.08352933917120398,-0.015398516846978016,1.5856749033099928,5.424505489799606,2,0.0
"{'period': 30, 'overbought': 70, 'oversold': 15}",0.661592895590627,0.019812133102193874,0.03370714306051137,-0.01428525667460967,0.5182175524977947,2.3595755979955033,2,0.5
"{'period': 30, 'overbought': 70, 'oversold': 20}",0.661592895590627,0.019812133102193874,0.03370714306051137,-0.01428525667460967,0.5182175524977947,2.3595755979955033,2,0.5
"{'period': 30, 'overbought': 70, 'oversold': 25}",0.661592895590627,0.019812133102193874,0.03370714306051137,-0.01428525667460967,0.5182175524977947,2.3595755979955033,2,0.5
"{'period': 30, 'overbought': 70, 'oversold': 30}",0.661592895590627,0.019812133102193874,0.03370714306051137,-0.01428525667460967,0.5182175524977947,2.3595755979955033,2,0.5
"{'period': 30, 'overbought': 85, 'oversold': 40}",0.5622242990203656,0.06371524688080132,0.11001777111947075,-0.2111647008622597,0.5955752866867865,0.5210045555446982,7,0.16666666666666666
"{'period': 30, 'overbought': 80, 'oversold': 40}",0.5622242990203656,0.06371524688080132,0.11001777111947075,-0.2111647008622597,0.5955752866867865,0.5210045555446982,7,0.16666666666666666
"{'period': 30, 'overbought': 60, 'oversold': 40}",0.5207360328054783,0.05724404395166349,0.09863059918421246,-0.2111647008622597,0.5458706592316109,0.46707900885644743,8,0.2857142857142857
"{'period': 30, 'overbought': 60, 'oversold': 35}",0.3949679599132758,0.036220355405634175,0.06196748551972209,-0.16120375179450785,0.3438830293305789,0.38440473518702123,7,0.42857142857142855
"{'period': 25, 'overbought': 80, 'oversold': 35}",0.30206239612904046,0.027206789407464793,0.046404648868782594,-0.2642782794056767,0.3519116174983863,0.1755900975787336,8,0.2857142857142857
"{'period': 25, 'overbought': 85, 'oversold': 35}",0.30206239612904046,0.027206789407464793,0.046404648868782594,-0.2642782794056767,0.3519116174983863,0.1755900975787336,8,0.2857142857142857
"{'period': 30, 'overbought': 65, 'oversold': 35}",0.17840194924854877,0.009279079180322114,0.01573005986326037,-0.16120375179450785,0.1538263336994749,0.09757874545818286,7,0.42857142857142855
"{'period': 25, 'overbought': 75, 'oversold': 35}",0.16189323473322959,0.003637096013785035,0.0061537257740522655,-0.2642782794056767,0.19246471678470597,0.02328502284747387,9,0.375
"{'period': 25, 'overbought': 80, 'oversold': 40}",-0.9887141264997863,-0.16362103778776782,-0.2606065324906832,-0.37242526747620597,-0.8407106216668904,-0.6997552401766972,12,0.36363636363636365
"{'period': 25, 'overbought': 85, 'oversold': 40}",-0.9887141264997863,-0.16362103778776782,-0.2606065324906832,-0.37242526747620597,-0.8407106216668904,-0.6997552401766972,12,0.36363636363636365
"{'period': 25, 'overbought': 75, 'oversold': 40}",-1.1294745034734204,-0.1828116954398621,-0.28904738263098284,-0.37242526747620597,-0.9747906492059393,-0.7761218367103674,13,0.4166666666666667
"{'period': 25, 'overbought': 75, 'oversold': 15}",-1.413693128937796,-0.011995036745484633,-0.020185428324864363,-0.011995036745484633,-0.18078672226918996,-1.682815047020418,2,0.0
"{'period': 25, 'overbought': 75, 'oversold': 25}",-1.413693128937796,-0.011995036745484633,-0.020185428324864363,-0.011995036745484633,-0.18078672226918996,-1.682815047020418,2,0.0
"{'period': 25, 'overbought': 75, 'oversold': 30}",-1.413693128937796,-0.011995036745484633,-0.020185428324864363,-0.011995036745484633,-0.18078672226918996,-1.682815047020418,2,0.0
"{'period': 30, 'overbought': 85, 'oversold': 15}",,0.0,0.0,0.0,,,1,0.0
"{'period': 30, 'overbought': 85, 'oversold': 20}",,0.0,0.0,0.0,,,1,0.0
"{'period': 30, 'overbought': 85, 'oversold': 25}",,0.0,0.0,0.0,,,1,0.0
"{'period': 30, 'overbought': 85, 'oversold': 30}",,0.0,0.0,0.0,,,1,0.0
"{'period': 30, 'overbought': 85, 'oversold': 35}",0.4424026030872086,0.04256103721866378,0.0729714507986865,-0.16120375179450785,0.39036330222268356,0.45266595836867246,6,0.3333333333333333
"{'period': 30, 'overbought': 75, 'oversold': 40}",0.5622242990203656,0.06371524688080132,0.11001777111947075,-0.2111647008622597,0.5955752866867865,0.5210045555446982,7,0.16666666666666666
"{'period': 30, 'overbought': 80, 'oversold': 15}",,0.0,0.0,0.0,,,1,0.0
"{'period': 30, 'overbought': 80, 'oversold': 20}",,0.0,0.0,0.0,,,1,0.0
"{'period': 30, 'overbought': 80, 'oversold': 25}",,0.0,0.0,0.0,,,1,0.0
"{'period': 30, 'overbought': 80, 'oversold': 30}",,0.0,0.0,0.0,,,1,0.0
"{'period': 30, 'overbought': 80, 'oversold': 35}",0.4424026030872086,0.04256103721866378,0.0729714507986865,-0.16120375179450785,0.39036330222268356,0.45266595836867246,6,0.3333333333333333
"{'period': 30, 'overbought': 70, 'oversold': 40}",0.5148488843725646,0.056830567686370737,0.09790464777304608,-0.2111647008622597,0.5486871112329557,0.4636411643293931,8,0.375
"{'period': 30, 'overbought': 65, 'oversold': 40}",0.3301326248140809,0.02975620968203896,0.05079696752597185,-0.2111647008622597,0.3435034696847718,0.24055615033454916,8,0.2857142857142857
"{'period': 25, 'overbought': 75, 'oversold': 20}",-1.413693128937796,-0.011995036745484633,-0.020185428324864363,-0.011995036745484633,-0.18078672226918996,-1.682815047020418,2,0.0
"{'period': 30, 'overbought': 75, 'oversold': 15}",,0.0,0.0,0.0,,,1,0.0
"{'period': 30, 'overbought': 75, 'oversold': 20}",,0.0,0.0,0.0,,,1,0.0
"{'period': 30, 'overbought': 75, 'oversold': 25}",,0.0,0.0,0.0,,,1,0.0
"{'period': 30, 'overbought': 75, 'oversold': 30}",,0.0,0.0,0.0,,,1,0.0
"{'period': 30, 'overbought': 75, 'oversold': 35}",0.4424026030872086,0.04256103721866378,0.0729714507986865,-0.16120375179450785,0.39036330222268356,0.45266595836867246,6,0.3333333333333333
"{'period': 30, 'overbought': 70, 'oversold': 35}",0.38921885495248804,0.03581383967233065,0.061263576058927294,-0.16120375179450785,0.34609257656075343,0.380038152815588,8,0.42857142857142855
