Date,Open,High,Low,Close,Volume
2022-01-03 00:00:00-05:00,174.77180525837534,179.73496187327837,174.653873733677,178.87991333007812,104487900
2022-01-04 00:00:00-05:00,179.4892539814939,179.79392040563258,176.0396070589959,176.60963439941406,99310400
2022-01-05 00:00:00-05:00,176.52121279952414,177.07157997213048,171.63668164807183,171.911865234375,94537600
2022-01-06 00:00:00-05:00,169.73001206789144,172.28530491748282,168.68824367419558,169.04205322265625,96904000
2022-01-07 00:00:00-05:00,169.91675609783337,171.14525945761193,168.08874249862777,169.20913696289062,86709100
2022-01-10 00:00:00-05:00,166.17228843262194,169.53347199078678,165.27793434356843,169.2288055419922,106765600
2022-01-11 00:00:00-05:00,169.35659188597938,172.16739360021757,167.88238763208216,172.06912231445312,76138300
2022-01-12 00:00:00-05:00,173.09117189868584,174.13294015165823,171.81354064285242,172.51132202148438,74805200
2022-01-13 00:00:00-05:00,172.7570637657418,173.5826144650006,168.835675449693,169.2288055419922,84505800
2022-01-14 00:00:00-05:00,168.39341420548664,170.79145523828697,168.14771352583708,170.0936737060547,80440800
2022-01-18 00:00:00-05:00,168.56048225619764,169.57276781693594,166.4966056259258,166.87989807128906,90956700
2022-01-19 00:00:00-05:00,167.07644696659617,168.13787560571404,163.08627069140266,163.37127685546875,94815000
2022-01-20 00:00:00-05:00,164.10838623013277,166.76195044943782,161.3565357449214,161.6808624267578,91420500
2022-01-21 00:00:00-05:00,161.59243259966877,163.4695895238368,159.50889548799853,159.61700439453125,122848900
2022-01-24 00:00:00-05:00,157.26813098006045,159.50892048814165,152.03961213028248,158.84060668945312,162294600
2022-01-25 00:00:00-05:00,156.2459357941885,159.9609280098401,154.31965131011964,157.0321807861328,115798400
2022-01-26 00:00:00-05:00,160.6882317654177,161.56292551584528,155.1059199641222,156.94375610351562,108275300
2022-01-27 00:00:00-05:00,159.65629046052865,161.02238556956317,155.55800513342504,156.48184204101562,121954600
2022-01-28 00:00:00-05:00,162.86022878833853,167.42043234611594,160.00026956448573,167.40077209472656,179935700
2022-01-31 00:00:00-05:00,167.2337176205423,171.99047927683918,166.5948868425434,171.77426147460938,115541600
2022-02-01 00:00:00-05:00,171.01752053648133,171.83324871111864,169.34675867115328,171.60720825195312,86213900
2022-02-02 00:00:00-05:00,171.7447582622127,172.8553300243515,170.34918033798783,172.81600952148438,84914300
2022-02-03 00:00:00-05:00,171.47938931840278,173.20913145041823,169.15997463841794,169.9265594482422,89418100
2022-02-04 00:00:00-05:00,168.9425345214472,171.32396054369477,167.9584796418521,169.64122009277344,82465400
2022-02-07 00:00:00-05:00,170.1036989608729,171.17631499855844,168.22415084791191,168.92283630371094,77251200
2022-02-08 00:00:00-05:00,168.99170657969145,172.55399474420673,168.69648717156835,172.0422821044922,74829200
2022-02-09 00:00:00-05:00,173.24284884864312,173.83327271357754,172.11117683042102,173.46917724609375,71285000
2022-02-10 00:00:00-05:00,171.36331383328056,172.68194375053233,168.8146153330359,169.37551879882812,90865900
2022-02-11 00:00:00-05:00,169.58219989720624,170.32024114696839,165.36059553989367,165.95103454589844,98670700
2022-02-14 00:00:00-05:00,164.70126232865465,166.8760302449342,163.90418026929203,166.18719482421875,86185500
2022-02-15 00:00:00-05:00,168.24384864689935,170.19227292675632,167.5353279968633,170.03482055664062,62527400
2022-02-16 00:00:00-05:00,169.1098401120767,170.57607229918491,167.33853829378842,169.79867553710938,61177400
2022-02-17 00:00:00-05:00,168.3029068340204,169.1688799431976,165.7837287151261,166.18719482421875,69589300
2022-02-18 00:00:00-05:00,167.1121922796674,167.82069791691148,163.54006857345092,164.6323699951172,82772700
2022-02-22 00:00:00-05:00,162.34938552584524,164.03212613943992,159.56450814551414,161.69992065429688,91162800
2022-02-23 00:00:00-05:00,162.90042020266935,163.50069421366558,157.20274968475783,157.5176544189453,90009200
2022-02-24 00:00:00-05:00,150.14709468760051,160.25334246210673,149.5763410580208,160.1450958251953,141147500
2022-02-25 00:00:00-05:00,161.22754578023935,162.48713480856267,158.30490162446958,162.22145080566406,91974200
2022-02-28 00:00:00-05:00,160.46001632909056,162.7823868806883,159.84005683383072,162.48716735839844,95056600
