entry_date,entry_price,shares,exit_date,exit_price,pnl,return_pct,duration,exit_reason
2023-08-29 00:00:00-04:00,182.96313008117673,50,2023-09-12 00:00:00-04:00,174.84224043273926,-407.0444824218721,-0.044385388711017396,14,signal
2023-10-09 00:00:00-04:00,177.8653707885742,50,2023-10-23 00:00:00-04:00,171.56951545715333,-315.7927665710449,-0.03539674588430519,14,signal
2023-11-06 00:00:00-05:00,178.1038597717285,50,2023-12-13 00:00:00-05:00,196.58178588867187,922.8963058471691,0.10374803859178619,37,take_profit
